PLACE_NAME,PROJECT_NAME,Location_Type,Housing_Type,RB Division,Status,Owned,Managed,Developed,YARDI Property Code_2,YARDI Job Code_2,ADDRESS,Borough,Boro_code_2,BLOCK,BLOCK_mapping,LOT,BBL,BBL_mapping,BIN,TOTALUNITS,Total Unit PROJECT_2,OWNER_ENTITY,Ownership %_2,Housing_Services,Tax Credit_2,Tax Credit Y/N,Section 8 Type,Section 8 Y/N,610 Y/N,Our Role_2,Housing Type_2,Agency_2,Program Contact_2,Development Type aka Category_2,Systems Replaced_2,Construction Start Date_text,Construction Start Date_2,Construction Completion Date_text,Construction Completion Date_2,Permanent Loan Conversion Date_text,Permanent Loan Conversion Date_2,Dates of Management From_text,Dates of Management From _2,Dates of Management To_text,Dates of Management To _2,AMI/Populations served _2,Occupied or Vacant during construction _2,Total Construction Cost_Text,Total Construction Cost_PROJECT_2,Total Development Cost_text,Total Development Cost_PROJECT_2,Acquisition date_text,Acquisition date _2,Construction Lender_2,Public or Private Perm Lender_2,Maturity Date,Partners_2,HUD FHA#_2,NYS Tax Credit BIN #_2,LIHTC Syndicator_2,BIN_properties,HPD/HDC Loan #,SHARS_properties,DEVEL DEAL TYPE_properties,GOVT PROGRAM_properties,Agency Contact_properties,TDC_properties,TAXCREDIT_properties,TC UNITS_properties,Lead Agency_properties,COMMENT_properties,YEARBUILT_properties,DATE ACQUIRED_properties,DATEMANAGED_properties,CONST COMPLETED DATE_properties,PERM CONVERSION DATE_properties,FAR_properties,MAXFAR_properties,BUILTFAR_properties,AVAILFAR_properties,BLDGSOWNED,BLDGSMNGED,BLDGS DEVD,BLDGSQFT_properties,ZONISQFT_properties,LOTSQFT_properties,,OTHRSQFT_properties,PARKING_properties,STORIES_properties,SUPUNITS_properties,TOTALUNITS_properties,UNITSOWNED_properties,UNITSMNGED_properties,UNITSSERVICED_properties,MNGEDONLY_properties,LIHTCUNITS_properties,PBVUNITS_properties,COMMSPACES_properties,4BR_properties,3BR_properties,2BR_properties,1BR_properties,0BR_properties,RBDEPTNUM_properties,REGISTRATION_properties,Commercial Unit,Address_commercial,Owner/Entity_commercial,Tenant's Name or Leasee_commercial,Lessee Type_commercial,% RB Ownership_commercial,Permitted Use_commercial,Actual Use_commercial,Comm SqFt Leased_commercial,Current Yardi    T-Code_commercial,Address_program,Division_program,Senior Center name_program,Senior Center director_program,Programs_program,AKA_program,lat,lon
West Bushwick 203K,West Bushwick 203K,Residential,Multi-Family,Housing,Operational,Owned,Managed,Developed,wb203k,,421 Suydam Street Brooklyn NY 11237,Brooklyn,3,3211,3211,33,3032110033,3032110033,3073008,3,100,West Bushwick 203K HDFC,100%,,None,,,,,D,RH,HPD,,SR,All,12/21/2006,12/21/2006,3/9/2009,3/9/2009,7/27/2010,7/27/2010,12/21/2006,12/21/2006,present,7/16/2026,Multi-Family: Low to Moderate Income,Vacant,"$21,448,546.00","$21,448,546.00","$25,863,640.00","$25,863,640.00",12/21/2006,12/21/2006,BPD Bank,CPC,,RB Only,,,N/A,3073008,,,Preservation Rehab,,,,None,,,,2008,9/27/2006,9/27/2006,,,,,,,1,1,1,4464,,,0,,,3,,3,3,3,,,,,0,0,3,0,0,0,155,360301,,,,,,,,,,,,,,,,,40.70613269,-73.92007802
West Bushwick 203K,West Bushwick 203K,Residential,Multi-Family,Housing,Operational,Owned,Managed,Developed,wb203k,,49 Troutman Street Brooklyn NY 11206,Brooklyn,3,3171,3171,59,3031710059,3031710059,3072225,3,100,West Bushwick 203K HDFC,100%,,None,,,,,D,RH,HPD,,SR,All,12/21/2006,12/21/2006,3/9/2009,3/9/2009,7/27/2010,7/27/2010,12/21/2006,12/21/2006,present,7/16/2026,Multi-Family: Low to Moderate Income,Vacant,"$21,448,546.00","$21,448,546.00","$25,863,640.00","$25,863,640.00",12/21/2006,12/21/2006,BPD Bank,CPC,,RB Only,,,N/A,3072225,,,Preservation Rehab,,,,None,,,,2008,10/19/2005,10/19/2005,,,,,,,1,1,1,3750,,,0,,,2,,3,3,3,,,,,0,0,0,3,0,0,155,355305,,,,,,,,,,,,,,,,,40.69847959,-73.93228015
West Bushwick 203K,West Bushwick 203K,Residential,Multi-Family,Housing,Operational,Owned,Managed,Developed,wb203k,,669 Central Avenue Brooklyn NY 11207,Brooklyn,3,3447,3447,5,3034470005,3034470005,3080150,4,100,West Bushwick 203K HDFC,100%,,None,,,,,D,RH,HPD,,SR,All,12/21/2006,12/21/2006,3/9/2009,3/9/2009,7/27/2010,7/27/2010,12/21/2006,12/21/2006,present,7/16/2026,Multi-Family: Low to Moderate Income,Vacant,"$21,448,546.00","$21,448,546.00","$25,863,640.00","$25,863,640.00",12/21/2006,12/21/2006,BPD Bank,CPC,,RB Only,,,N/A,3080150,,,Preservation Rehab,,,,None,,,,2008,10/19/2005,10/19/2005,,,,,,,1,1,1,6233,,,0,,,3,,4,4,4,,,,,0,0,1,2,1,0,155,337813,,,,,,,,,,,,,,,,,40.68740667,-73.90593746
West Bushwick 203K,West Bushwick 203K,Residential,Multi-Family,Housing,Operational,Owned,Managed,Developed,wb203k,,678 Central Avenue Brooklyn NY 11207,Brooklyn,3,3440,3440,36,3034400036,3034400036,3079968,2,100,West Bushwick 203K HDFC,100%,,None,,,,,D,RH,HPD,,SR,All,12/21/2006,12/21/2006,3/9/2009,3/9/2009,7/27/2010,7/27/2010,12/21/2006,12/21/2006,present,7/16/2026,Multi-Family: Low to Moderate Income,Vacant,"$21,448,546.00","$21,448,546.00","$25,863,640.00","$25,863,640.00",12/21/2006,12/21/2006,BPD Bank,CPC,,RB Only,,,N/A,3079968,,,Preservation Rehab,,,,None,,,,2008,9/27/2006,9/27/2006,,,,,,,1,1,1,2000,,,0,,,2,,2,2,2,,,,,0,0,0,1,1,0,155,810777,,,,,,,,,,,,,,,,,40.68759765,-73.90707612
West Bushwick 203K,West Bushwick 203K,Residential,Multi-Family,Housing,Operational,Owned,Managed,Developed,wb203k,,84 Menahan Street Brooklyn NY 11221,Brooklyn,3,3314,3314,35,3033140035,3033140035,3075885,6,100,West Bushwick 203K HDFC,100%,,None,,,,,D,RH,HPD,,SR,All,12/21/2006,12/21/2006,3/9/2009,3/9/2009,7/27/2010,7/27/2010,12/21/2006,12/21/2006,present,7/16/2026,Multi-Family: Low to Moderate Income,Vacant,"$21,448,546.00","$21,448,546.00","$25,863,640.00","$25,863,640.00",12/21/2006,12/21/2006,BPD Bank,CPC,,RB Only,,,N/A,3075885,,,Preservation Rehab,,,,None,,,,2009,9/27/2006,9/27/2006,,,,,,,1,1,1,4725,,,0,,,3,,6,6,6,,,,,0,0,0,1,5,0,155,329236,,,,,,,,,,,,,,,,,40.69443224,-73.92044972
West Bushwick 203K,West Bushwick 203K,Residential,Multi-Family,Housing,Operational,Owned,Managed,Developed,wb203k,,854 Hart Street Brooklyn NY 11237,Brooklyn,3,3236,3236,20,3032360020,3032360020,3073599,4,100,West Bushwick 203K HDFC,100%,,None,,,,,D,RH,HPD,,SR,All,12/21/2006,12/21/2006,3/9/2009,3/9/2009,7/27/2010,7/27/2010,12/21/2006,12/21/2006,present,7/16/2026,Multi-Family: Low to Moderate Income,Vacant,"$21,448,546.00","$21,448,546.00","$25,863,640.00","$25,863,640.00",12/21/2006,12/21/2006,BPD Bank,CPC,,RB Only,,,N/A,3073599,,,Preservation Rehab,,,,None,,,,2008,10/19/2005,10/19/2005,,,,,,,1,1,1,5600,,,0,,,3,,4,4,4,,,,,0,0,1,2,1,0,155,313626,,,,,,,,,,,,,,,,,40.70228907,-73.92218614
West Bushwick 203K,West Bushwick 203K,Residential,Multi-Family,Housing,Operational,Owned,Managed,Developed,wb203k,,860 Hart Street Brooklyn NY 11237,Brooklyn,3,3236,3236,22,3032360022,3032360022,3073601,3,100,West Bushwick 203K HDFC,100%,,None,,,,,D,RH,HPD,,SR,All,12/21/2006,12/21/2006,3/9/2009,3/9/2009,7/27/2010,7/27/2010,12/21/2006,12/21/2006,present,7/16/2026,Multi-Family: Low to Moderate Income,Vacant,"$21,448,546.00","$21,448,546.00","$25,863,640.00","$25,863,640.00",12/21/2006,12/21/2006,BPD Bank,CPC,,RB Only,,,N/A,3073601,,,Preservation Rehab,,,,None,,,,2008,10/19/2005,10/19/2005,,,,,,,1,1,1,6644,,,0,,,3,,3,3,3,,,,,0,0,3,0,0,0,155,325949,,,,,,,,,,,,,,,,,40.70243389,-73.9219965
West Bushwick 203K,West Bushwick 203K,Residential,Multi-Family,Housing,Operational,Owned,Managed,Developed,wb203k,,97 Central Avenue Brooklyn NY 11206,Brooklyn,3,3173,3173,3,3031730003,3031730003,3072265,4,100,West Bushwick 203K HDFC,100%,,None,,,,,D,RH,HPD,,SR,All,12/21/2006,12/21/2006,3/9/2009,3/9/2009,7/27/2010,7/27/2010,12/21/2006,12/21/2006,present,7/16/2026,Multi-Family: Low to Moderate Income,Vacant,"$21,448,546.00","$21,448,546.00","$25,863,640.00","$25,863,640.00",12/21/2006,12/21/2006,BPD Bank,CPC,,RB Only,,,N/A,3072265,,,Preservation Rehab,,,,None,,,,2008,10/19/2005,10/19/2005,,,,,,,1,1,1,5200,,,0,,,3,,4,4,4,,,,,0,0,0,2,2,0,155,307169,,,,,,,,,,,,,,,,,40.70060419,-73.92918271
Cholula Mini Market,West Bushwick NRP,Commercial,non-housing,Housing,Operational,Owned,Managed,,,,1475 Myrtle Avenue  Brooklyn NY 11237,,,,3309,2,3033090002,3033090002,,0,,West Bushwick NRP Associates L.P.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,1,1475 Myrtle,"WB NRP Associates, LP",Cholula Mini Market,3rd Party,100%,retail,Store - Grocery,"1,500",,,,,,,,40.69915558,-73.91683953
Billboard Wall,West Bushwick NRP,Billboard Wall,non-housing,Housing,Operational,Owned,Managed,,,,30 Wyckoff Avenue Brooklyn NY 11237,,,,3188,40,3031880040,3031880040,,0,,West Bushwick NRP Associates L.P.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,30 Wyckoff,"WB NRP Associates, LP",Angel Media Leasing Advertising Wall in Process,3rd Party,100%,wall,advertising,WALL,,,,,,,,40.7060912,-73.92247443
Starr Coffee Inc.,West Bushwick NRP,Commercial,non-housing,Housing,Operational,Owned,Managed,,,,30 Wyckoff Avenue Brooklyn NY 11237,,,,3188,40,3031880040,3031880040,,0,,West Bushwick NRP Associates L.P.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,1,30 Wyckoff,"WB NRP Associates, LP",Starr Coffee Inc.,3rd Party,100%,retail,restaurant - café,500,,,,,,,,40.7060912,-73.92247443
"Arepera Guayoyo Restaurant, LLC",West Bushwick NRP,Commercial,non-housing,Housing,Operational,Owned,Managed,,,,44 Irving Avenue Brooklyn NY 11237,Brooklyn,3,3187,3187,28,3031870028,3031870028,3072560,0,,West Bushwick NRP Associates L.P.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,1,44 Irving,"WB NRP Associates, LP","Arepera Guayoyo Restaurant, LLC",3rd Party,100%,retail,restaurant,650,T0004911,,,,,,,40.70464786,-73.92461214
West Bushwick NRP,West Bushwick NRP,Residential,Multi-Family,Housing,Operational,Owned,Managed,Developed,wbnrp,,1475 Myrtle Avenue  Brooklyn NY 11237,Brooklyn,3,3309,3309,2,3033090002,3033090002,3075697,4,56,West Bushwick NRP Associates L.P.,100%,,LIHTC,,,,,D,RH,HPD,,SR,All,12/1/2004,12/1/2004,12/9/2008,12/9/2008,12/1/2010,12/1/2010,12/1/2004,12/1/2004,present,7/16/2026,Multi-Family: Extremely-Low to Low Income,Vacant,"$9,030,245.00","$9,030,245.00","$12,303,097.00","$12,303,097.00",12/1/2004,12/1/2004,HPD,CPC/Enterprise,,RB Only,,,Enterprise,3075697,,,Preservation Rehab,,,,HPD 9% LIHTC,,,,2006,12/1/2004,12/1/2004,,,,,,,1,1,1,6000,,,0,,,4,,4,4,4,,,,,1,0,2,1,1,0,25,328625,,,,,,,,,,,,,,,,,40.69915804,-73.91683938
West Bushwick NRP,West Bushwick NRP,Residential,Multi-Family,Housing,Operational,Owned,Managed,Developed,wbnrp,,149 Starr Street Brooklyn NY 11237,Brooklyn,3,3187,3187,48,3031870048,3031870048,3072578,6,56,West Bushwick NRP Associates L.P.,100%,,LIHTC,,,,,D,RH,HPD,,SR,All,12/1/2004,12/1/2004,12/9/2008,12/9/2008,12/1/2010,12/1/2010,12/1/2004,12/1/2004,present,7/16/2026,Multi-Family: Extremely-Low to Low Income,Vacant,"$9,030,245.00","$9,030,245.00","$12,303,097.00","$12,303,097.00",12/1/2004,12/1/2004,HPD,CPC/Enterprise,,RB Only,,,Enterprise,3072578,,,Preservation Rehab,,,,HPD 9% LIHTC,,,,2008,12/1/2004,12/1/2004,,,,,,,1,1,1,5980,,,0,,,4,,6,6,6,,,,,0,0,1,1,4,0,25,360064,,,,,,,,,,,,,,,,,40.70361029,-73.92484548
West Bushwick NRP,West Bushwick NRP,Residential,Multi-Family,Housing,Operational,Owned,Managed,Developed,wbnrp,,174 Stockholm Street Brooklyn NY 11237,Brooklyn,3,3257,3257,12,3032570012,3032570012,3074132,4,56,West Bushwick NRP Associates L.P.,100%,,LIHTC,,,,,D,RH,HPD,,SR,All,12/1/2004,12/1/2004,12/9/2008,12/9/2008,12/1/2010,12/1/2010,12/1/2004,12/1/2004,present,7/16/2026,Multi-Family: Extremely-Low to Low Income,Vacant,"$9,030,245.00","$9,030,245.00","$12,303,097.00","$12,303,097.00",12/1/2004,12/1/2004,HPD,CPC/Enterprise,,RB Only,,,Enterprise,3074132,,,Preservation Rehab,,,,HPD 9% LIHTC,,,,2008,12/1/2004,12/1/2004,,,,,,,1,1,1,4512,,,0,,,3,,4,4,4,,,,,0,0,0,3,1,0,25,363512,,,,,,,,,,,,,,,,,40.69957101,-73.92248502
West Bushwick NRP,West Bushwick NRP,Residential,Multi-Family,Housing,Operational,Owned,Managed,Developed,wbnrp,,235 Stanhope Street  Brooklyn NY 11237,Brooklyn,3,3258,3258,50,3032580050,3032580050,3074214,4,56,West Bushwick NRP Associates L.P.,100%,,LIHTC,,,,,D,RH,HPD,,SR,All,12/1/2004,12/1/2004,12/9/2008,12/9/2008,12/1/2010,12/1/2010,12/1/2004,12/1/2004,present,7/16/2026,Multi-Family: Extremely-Low to Low Income,Vacant,"$9,030,245.00","$9,030,245.00","$12,303,097.00","$12,303,097.00",12/1/2004,12/1/2004,HPD,CPC/Enterprise,,RB Only,,,Enterprise,3074214,,,Preservation Rehab,,,,HPD 9% LIHTC,,,,2008,12/1/2004,12/1/2004,,,,,,,1,1,1,4500,,,0,,,3,,4,4,4,,,,,0,0,1,2,1,0,25,331218,,,,,,,,,,,,,,,,,40.70098262,-73.92049227
West Bushwick NRP,West Bushwick NRP,Residential,Multi-Family,Housing,Operational,Owned,Managed,Developed,wbnrp,,276 Jefferson Street Brooklyn NY 11237,Brooklyn,3,3175,3175,15,3031750015,3031750015,3072350,4,56,West Bushwick NRP Associates L.P.,100%,,LIHTC,,,,,D,RH,HPD,,SR,All,12/1/2004,12/1/2004,12/9/2008,12/9/2008,12/1/2010,12/1/2010,12/1/2004,12/1/2004,present,7/16/2026,Multi-Family: Extremely-Low to Low Income,Vacant,"$9,030,245.00","$9,030,245.00","$12,303,097.00","$12,303,097.00",12/1/2004,12/1/2004,HPD,CPC/Enterprise,,RB Only,,,Enterprise,3072350,,,Preservation Rehab,,,,HPD 9% LIHTC,,,,2009,12/1/2004,12/1/2004,,,,,,,1,1,1,4500,,,0,,,3,,4,4,4,,,,,0,0,1,2,1,0,25,336546,,,,,,,,,,,,,,,,,40.70420064,-73.92617645
West Bushwick NRP,West Bushwick NRP,Residential,Multi-Family,Housing,Operational,Owned,Managed,Developed,wbnrp,,30 Wyckoff Avenue Brooklyn NY 11237,Brooklyn,3,3188,3188,40,3031880040,3031880040,3072600,4,56,West Bushwick NRP Associates L.P.,100%,,LIHTC,,,,,D,RH,HPD,,SR,All,12/1/2004,12/1/2004,12/9/2008,12/9/2008,12/1/2010,12/1/2010,12/1/2004,12/1/2004,present,7/16/2026,Multi-Family: Extremely-Low to Low Income,Vacant,"$9,030,245.00","$9,030,245.00","$12,303,097.00","$12,303,097.00",12/1/2004,12/1/2004,HPD,CPC/Enterprise,,RB Only,,,Enterprise,3072600,,,Preservation Rehab,,,,HPD 9% LIHTC,,,,2006,12/1/2004,12/1/2004,,,,,,,1,1,1,4617,,,0,,,3,,4,4,4,,,,,1,0,0,3,1,0,25,359277,,,,,,,,,,,,,,,,,40.7060912,-73.92247443
West Bushwick NRP,West Bushwick NRP,Residential,Multi-Family,Housing,Operational,Owned,Managed,Developed,wbnrp,,311 Harman Street Brooklyn NY 11237,Brooklyn,3,3279,3279,43,3032790043,3032790043,3074833,4,56,West Bushwick NRP Associates L.P.,100%,,LIHTC,,,,,D,RH,HPD,,SR,All,12/1/2004,12/1/2004,12/9/2008,12/9/2008,12/1/2010,12/1/2010,12/1/2004,12/1/2004,present,7/16/2026,Multi-Family: Extremely-Low to Low Income,Vacant,"$9,030,245.00","$9,030,245.00","$12,303,097.00","$12,303,097.00",12/1/2004,12/1/2004,HPD,CPC/Enterprise,,RB Only,,,Enterprise,3074833,,,Preservation Rehab,,,,HPD 9% LIHTC,,,,2006,12/1/2004,12/1/2004,,,,,,,1,1,1,4762,,,0,,,3,,4,4,4,,,,,0,0,2,1,1,0,25,325546,,,,,,,,,,,,,,,,,40.70047037,-73.91856243
West Bushwick NRP,West Bushwick NRP,Residential,Multi-Family,Housing,Operational,Owned,Managed,Developed,wbnrp,,317 Jefferson Street Brooklyn NY 11237,Brooklyn,3,3166,3166,41,3031660041,3031660041,3072142,5,56,West Bushwick NRP Associates L.P.,100%,,LIHTC,,,,,D,RH,HPD,,SR,All,12/1/2004,12/1/2004,12/9/2008,12/9/2008,12/1/2010,12/1/2010,12/1/2004,12/1/2004,present,7/16/2026,Multi-Family: Extremely-Low to Low Income,Vacant,"$9,030,245.00","$9,030,245.00","$12,303,097.00","$12,303,097.00",12/1/2004,12/1/2004,HPD,CPC/Enterprise,,RB Only,,,Enterprise,3072142,,,Preservation Rehab,,,,HPD 9% LIHTC,,,,2006,12/1/2004,12/1/2004,,,,,,,1,1,1,6506,,,0,,,3,,5,5,5,,,,,0,0,2,2,1,0,25,346092,,,,,,,,,,,,,,,,,40.70488771,-73.92600491
West Bushwick NRP,West Bushwick NRP,Residential,Multi-Family,Housing,Operational,Owned,Managed,Developed,wbnrp,,32 Irving Avenue Brooklyn NY 11237,Brooklyn,3,3175,3175,32,3031750032,3031750032,3072366,4,56,West Bushwick NRP Associates L.P.,100%,,LIHTC,,,,,D,RH,HPD,,SR,All,12/1/2004,12/1/2004,12/9/2008,12/9/2008,12/1/2010,12/1/2010,12/1/2004,12/1/2004,present,7/16/2026,Multi-Family: Extremely-Low to Low Income,Vacant,"$9,030,245.00","$9,030,245.00","$12,303,097.00","$12,303,097.00",12/1/2004,12/1/2004,HPD,CPC/Enterprise,,RB Only,,,Enterprise,3072366,,,Preservation Rehab,,,,HPD 9% LIHTC,,,,2008,12/1/2004,12/1/2004,,,,,,,1,1,1,4490,,,0,,,3,,4,4,4,,,,,0,1,0,3,0,0,25,362983,,,,,,,,,,,,,,,,,40.70493572,-73.92515662
West Bushwick NRP,West Bushwick NRP,Residential,Multi-Family,Housing,Operational,Owned,Managed,Developed,wbnrp,,320 Jefferson Street Brooklyn NY 11237,Brooklyn,3,3175,3175,26,3031750026,3031750026,3072361,5,56,West Bushwick NRP Associates L.P.,100%,,LIHTC,,,,,D,RH,HPD,,SR,All,12/1/2004,12/1/2004,12/9/2008,12/9/2008,12/1/2010,12/1/2010,12/1/2004,12/1/2004,present,7/16/2026,Multi-Family: Extremely-Low to Low Income,Vacant,"$9,030,245.00","$9,030,245.00","$12,303,097.00","$12,303,097.00",12/1/2004,12/1/2004,HPD,CPC/Enterprise,,RB Only,,,Enterprise,3072361,,,Preservation Rehab,,,,HPD 9% LIHTC,,,,2006,12/1/2004,12/1/2004,,,,,,,1,1,1,6506,,,0,,,4,,5,5,5,,,,,0,0,2,2,1,0,25,345812,,,,,,,,,,,,,,,,,40.7048106,-73.92555549
West Bushwick NRP,West Bushwick NRP,Residential,Multi-Family,Housing,Operational,Owned,Managed,Developed,wbnrp,,44 Irving Avenue Brooklyn NY 11237,Brooklyn,3,3187,3187,28,3031870028,3031870028,3072560,4,56,West Bushwick NRP Associates L.P.,100%,,LIHTC,,,,,D,RH,HPD,,SR,All,12/1/2004,12/1/2004,12/9/2008,12/9/2008,12/1/2010,12/1/2010,12/1/2004,12/1/2004,present,7/16/2026,Multi-Family: Extremely-Low to Low Income,Vacant,"$9,030,245.00","$9,030,245.00","$12,303,097.00","$12,303,097.00",12/1/2004,12/1/2004,HPD,CPC/Enterprise,,RB Only,,,Enterprise,3072560,,,Preservation Rehab,,,,HPD 9% LIHTC,,,,2006,12/1/2004,12/1/2004,,,,,,,1,1,1,5800,,,0,,,3,,4,4,4,,,,,1,0,2,2,0,0,25,362714,,,,,,,,,,,,,,,,,40.70463815,-73.92462327
West Bushwick NRP,West Bushwick NRP,Residential,Multi-Family,Housing,Operational,Owned,Managed,Developed,wbnrp,,57 Irving Avenue Brooklyn NY 11237,Brooklyn,3,3188,3188,7,3031880007,3031880007,3072591,5,56,West Bushwick NRP Associates L.P.,100%,,LIHTC,,,,,D,RH,HPD,,SR,All,12/1/2004,12/1/2004,12/9/2008,12/9/2008,12/1/2010,12/1/2010,12/1/2004,12/1/2004,present,7/16/2026,Multi-Family: Extremely-Low to Low Income,Vacant,"$9,030,245.00","$9,030,245.00","$12,303,097.00","$12,303,097.00",12/1/2004,12/1/2004,HPD,CPC/Enterprise,,RB Only,,,Enterprise,3072591,,,Preservation Rehab,,,,HPD 9% LIHTC,,,,2006,12/1/2004,12/1/2004,,,,,,,1,1,1,4857,,,0,,,3,,5,5,5,,,,,0,0,1,4,0,0,25,327880,,,,,,,,,,,,,,,,,40.70486203,-73.92419702
West Bushwick NRP,West Bushwick NRP,Residential,Multi-Family,Housing,Operational,Owned,Managed,Developed,wbnrp,,73 Wyckoff Avenue Brooklyn NY 11237,Brooklyn,3,3211,3211,4,3032110004,3032110004,3072984,3,56,West Bushwick NRP Associates L.P.,100%,,LIHTC,,,,,D,RH,HPD,,SR,All,12/1/2004,12/1/2004,12/9/2008,12/9/2008,12/1/2010,12/1/2010,12/1/2004,12/1/2004,present,7/16/2026,Multi-Family: Extremely-Low to Low Income,Vacant,"$9,030,245.00","$9,030,245.00","$12,303,097.00","$12,303,097.00",12/1/2004,12/1/2004,HPD,CPC/Enterprise,,RB Only,,,Enterprise,3072984,,,Preservation Rehab,,,,HPD 9% LIHTC,,,,2008,12/1/2004,12/1/2004,,,,,,,1,1,1,4510,,,0,,,3,,3,3,3,,,,,0,0,2,1,0,0,25,367308,,,,,,,,,,,,,,,,,40.70549537,-73.92076448
West Bushwick TPT,West Bushwick TPT,Residential,Multi-Family,Housing,Operational,Owned,Managed,Developed,wbtpt,,1269 Decatur Street Brooklyn NY 11207,Brooklyn,3,3430,3430,46,3034300046,3034300046,3079562,4,43,West Bushwick TPT HDFC,100%,,LIHTC,,,,,D,RH,HPD,,SR,All,12/1/2004,12/1/2004,3/7/2008,3/7/2008,12/1/2008,12/1/2008,12/1/2004,12/1/2004,present,7/16/2026,Multi-Family: Extremely-Low to Moderate Income,Vacant,"$484,100.00","$484,100.00","$6,732,600.00","$6,732,600.00",12/1/2004,12/1/2004,CPC,CPC,,RB Only,,,N/A,3079562,,,Preservation Rehab,,,,HPD 9% LIHTC,,,JOE,2005,7/28/2003,7/28/2003,,,,,,,1,1,1,6552,,,0,,,3,,4,4,4,,,,,0,0,2,2,0,0,190,369815,,,,,,,,,,,,,,,,,40.69050422,-73.90612043
West Bushwick TPT,West Bushwick TPT,Residential,Multi-Family,Housing,Operational,Owned,Managed,Developed,wbtpt,,1274 Decatur Street Brooklyn NY 11207,Brooklyn,3,3436,3436,18,3034360018,3034360018,3079785,4,43,West Bushwick TPT HDFC,100%,,LIHTC,,,,,D,RH,HPD,,SR,All,12/1/2004,12/1/2004,3/7/2008,3/7/2008,12/1/2008,12/1/2008,12/1/2004,12/1/2004,present,7/16/2026,Multi-Family: Extremely-Low to Moderate Income,Vacant,"$484,100.00","$484,100.00","$6,732,600.00","$6,732,600.00",12/1/2004,12/1/2004,CPC,CPC,,RB Only,,,N/A,3079785,,,Preservation Rehab,,,,HPD 9% LIHTC,,,JOE,2005,7/28/2003,7/28/2003,,,,,,,1,1,1,6552,,,0,,,3,,4,4,4,,,,,0,0,2,2,0,0,190,329293,,,,,,,,,,,,,,,,,40.69040241,-73.90567298
West Bushwick TPT,West Bushwick TPT,Residential,Multi-Family,Housing,Operational,Owned,Managed,Developed,wbtpt,,233 Himrod Street Brooklyn NY 11237,Brooklyn,3,3269,3269,52,3032690052,3032690052,3074515,4,43,West Bushwick TPT HDFC,100%,,LIHTC,,,,,D,RH,HPD,,SR,All,12/1/2004,12/1/2004,3/7/2008,3/7/2008,12/1/2008,12/1/2008,12/1/2004,12/1/2004,present,7/16/2026,Multi-Family: Extremely-Low to Moderate Income,Vacant,"$484,100.00","$484,100.00","$6,732,600.00","$6,732,600.00",12/1/2004,12/1/2004,CPC,CPC,,RB Only,,,N/A,3074515,,,Preservation Rehab,,,,HPD 9% LIHTC,,,JOE,2005,7/28/2003,7/28/2003,,,,,,,1,1,1,5589,,,0,,,3,,4,4,4,,,,,0,0,2,2,0,0,190,332275,,,,,,,,,,,,,,,,,40.70041833,-73.91982909
West Bushwick TPT,West Bushwick TPT,Residential,Multi-Family,Housing,Operational,Owned,Managed,Developed,wbtpt,,285 Linden Street Brooklyn NY 11237,Brooklyn,3,3326,3326,48,3033260048,3033260048,3076155,4,43,West Bushwick TPT HDFC,100%,,LIHTC,,,,,D,RH,HPD,,SR,All,12/1/2004,12/1/2004,3/7/2008,3/7/2008,12/1/2008,12/1/2008,12/1/2004,12/1/2004,present,7/16/2026,Multi-Family: Extremely-Low to Moderate Income,Vacant,"$484,100.00","$484,100.00","$6,732,600.00","$6,732,600.00",12/1/2004,12/1/2004,CPC,CPC,,RB Only,,,N/A,3076155,,,Preservation Rehab,,,,HPD 9% LIHTC,,,JOE,2005,7/28/2003,7/28/2003,,,,,,,1,1,1,4608,,,0,,,3,,4,4,4,,,,,0,0,2,2,0,0,190,355579,,,,,,,,,,,,,,,,,40.6985145,-73.91467558
